ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""1441.9126""","=""4.1e+01""","=""""",D+,"=""0.054081""","=""8.652674""","=""3d6""","=""5D""","=""3""","=""3d5.(4D).4s""","=""5D""","=""1""",7,3,E2,"=""u45""","=""""",
"=""1442.9585""","=""7.6e+00""","=""""",D+,"=""2.539410""","=""11.131770""","=""3d6""","=""3H""","=""4""","=""3d5.(a 2G).4s""","=""3G""","=""4""",9,9,E2,"=""u45""","=""""",
"=""1443.8355""","=""4.8e+01""","=""""",D+,"=""0.054081""","=""8.641223""","=""3d6""","=""5D""","=""3""","=""3d5.(4D).4s""","=""5D""","=""4""",7,9,E2,"=""u45""","=""L21556""",
"=""1447.2140""","=""5.8e+01""","=""""",D+,"=""0.091608""","=""8.658703""","=""3d6""","=""5D""","=""2""","=""3d5.(4D).4s""","=""5D""","=""3""",5,7,E2,"=""u45""","=""L21556""",
"=""1448.2333""","=""4.9e+01""","=""""",D+,"=""0.091608""","=""8.652674""","=""3d6""","=""5D""","=""2""","=""3d5.(4D).4s""","=""5D""","=""1""",5,3,E2,"=""u45""","=""""",
"=""1449.0509""","=""1.5e+01""","=""""",D+,"=""2.660939""","=""11.217174""","=""3d6""","=""a 3F""","=""4""","=""3d5.(4F).4s""","=""3F""","=""4""",9,9,E2,"=""u45""","=""""",
"=""1449.0847""","=""1.4e+02""","=""""",D+,"=""0.091608""","=""8.647644""","=""3d6""","=""5D""","=""2""","=""3d5.(4D).4s""","=""5D""","=""0""",5,1,E2,"=""u45""","=""""",
"=""1450.1730""","=""9.e+00""","=""""",D+,"=""0.091608""","=""8.641223""","=""3d6""","=""5D""","=""2""","=""3d5.(4D).4s""","=""5D""","=""4""",5,9,E2,"=""u45""","=""""",
"=""1450.4199""","=""1.6e+07""","=""4.0e-03""",D,"=""11.131770""","=""19.679929""","=""3d5.(a 2G).4s""","=""3G""","=""4""","=""3d5.(b 2D).4p""","=""3D*""","=""3""",9,7,,"=""T6105""","=""L11223""",
"=""1451.260""","=""3.2e+01""","=""""",D+,"=""0.115618""","=""8.658827""","=""3d6""","=""5D""","=""1""","=""3d5.(4D).4s""","=""5D""","=""2""",3,5,E2,"=""u45""","=""L21556""",
"=""1451.281""","=""2.4e+01""","=""""",D+,"=""0.115618""","=""8.658703""","=""3d6""","=""5D""","=""1""","=""3d5.(4D).4s""","=""5D""","=""3""",3,7,E2,"=""u45""","=""L21556""",
"=""1451.9703""","=""1.0e+02""","=""""",C,"=""2.486052""","=""11.025083""","=""3d6""","=""3H""","=""6""","=""3d5.(2H).4s""","=""3H""","=""6""",13,13,E2,"=""u45""","=""""",
"=""1452.306""","=""5.1e+01""","=""""",D+,"=""0.115618""","=""8.652674""","=""3d6""","=""5D""","=""1""","=""3d5.(4D).4s""","=""5D""","=""1""",3,3,E2,"=""u45""","=""L21556""",
"=""1453.258""","=""3.3e+01""","=""""",D+,"=""0.12736""","=""8.658827""","=""3d6""","=""5D""","=""0""","=""3d5.(4D).4s""","=""5D""","=""2""",1,5,E2,"=""u45""","=""""",
"=""1455.2020""","=""1.0e+07""","=""2.3e-03""",D,"=""11.121102""","=""19.641170""","=""3d5.(a 2G).4s""","=""3G""","=""3""","=""3d5.(b 2D).4p""","=""3D*""","=""2""",7,5,,"=""T6105""","=""L11223""",
"=""1457.2437""","=""1.0e+01""","=""""",D+,"=""2.516952""","=""11.025083""","=""3d6""","=""3H""","=""5""","=""3d5.(2H).4s""","=""3H""","=""6""",11,13,E2,"=""u45""","=""""",
"=""1461.0021""","=""5.7e+01""","=""""",C,"=""2.660939""","=""11.147182""","=""3d6""","=""a 3F""","=""4""","=""3d5.(a 2G).4s""","=""3G""","=""5""",9,11,E2,"=""u45""","=""""",
"=""1462.1108""","=""9.8e+01""","=""""",C,"=""2.516952""","=""10.996761""","=""3d6""","=""3H""","=""5""","=""3d5.(2H).4s""","=""3H""","=""5""",11,11,E2,"=""u45""","=""""",
"=""1462.7691""","=""8.3e+00""","=""""",D+,"=""2.516952""","=""10.992945""","=""3d6""","=""3H""","=""5""","=""3d5.(2H).4s""","=""3H""","=""4""",11,9,E2,"=""u45""","=""""",
"=""1465.2906""","=""9.e+07""","=""4.2e-02""",D,"=""14.082660""","=""22.544067""","=""3d5.(4G).4p""","=""5G*""","=""2""","=""3d5.(4G).5s""","=""5G""","=""3""",5,7,,"=""u44""","=""L1171""",
"=""1465.3198""","=""5.6e+08""","=""1.8e-01""",D+,"=""14.082660""","=""22.543898""","=""3d5.(4G).4p""","=""5G*""","=""2""","=""3d5.(4G).5s""","=""5G""","=""2""",5,5,,"=""u44""","=""L1171""",
"=""1465.7508""","=""5.1e+08""","=""1.6e-01""",C,"=""14.085317""","=""22.544067""","=""3d5.(4G).4p""","=""5G*""","=""3""","=""3d5.(4G).5s""","=""5G""","=""3""",7,7,,"=""u44""","=""L1171""",
"=""1465.8443""","=""1.1e+08""","=""4.7e-02""",D+,"=""14.085317""","=""22.543527""","=""3d5.(4G).4p""","=""5G*""","=""3""","=""3d5.(4G).5s""","=""5G""","=""4""",7,9,,"=""u44""","=""L1171""",
"=""1465.9932""","=""1.6e+01""","=""""",D+,"=""2.539410""","=""10.996761""","=""3d6""","=""3H""","=""4""","=""3d5.(2H).4s""","=""3H""","=""5""",9,11,E2,"=""u45""","=""""",
"=""1466.0972""","=""3.2e+01""","=""""",D+,"=""2.690431""","=""11.147182""","=""3d6""","=""a 3F""","=""3""","=""3d5.(a 2G).4s""","=""3G""","=""5""",7,11,E2,"=""u45""","=""""",
"=""1466.4853""","=""5.3e+08""","=""1.7e-01""",C,"=""14.089014""","=""22.543527""","=""3d5.(4G).4p""","=""5G*""","=""4""","=""3d5.(4G).5s""","=""5G""","=""4""",9,9,,"=""u44""","=""L1171""",
"=""1466.6550""","=""1.0e+02""","=""""",C,"=""2.539410""","=""10.992945""","=""3d6""","=""3H""","=""4""","=""3d5.(2H).4s""","=""3H""","=""4""",9,9,E2,"=""u45""","=""""",
"=""1467.7497""","=""5.8e+08""","=""1.9e-01""",C+,"=""14.094188""","=""22.541418""","=""3d5.(4G).4p""","=""5G*""","=""5""","=""3d5.(4G).5s""","=""5G""","=""5""",11,11,,"=""u44""","=""L1171""",
"=""1468.5258""","=""6.e+07""","=""2.5e-02""",D+,"=""14.094188""","=""22.536954""","=""3d5.(4G).4p""","=""5G*""","=""5""","=""3d5.(4G).5s""","=""5G""","=""6""",11,13,,"=""u44""","=""L1171""",
"=""1468.7741""","=""4.3e+01""","=""""",D+,"=""2.690431""","=""11.131770""","=""3d6""","=""a 3F""","=""3""","=""3d5.(a 2G).4s""","=""3G""","=""4""",7,9,E2,"=""u45""","=""""",
"=""1468.9847""","=""6.e+06""","=""1.8e-03""",D,"=""6.233453""","=""14.673582""","=""3d6""","=""b 3F""","=""4""","=""3d5.(4G).4p""","=""3F*""","=""4""",9,9,,"=""T6105""","=""L11223""",
"=""1469.8792""","=""6.7e+08""","=""2.2e-01""",C+,"=""14.101961""","=""22.536954""","=""3d5.(4G).4p""","=""5G*""","=""6""","=""3d5.(4G).5s""","=""5G""","=""6""",13,13,,"=""u44""","=""L1171""",
"=""1471.7397""","=""8.6e+01""","=""""",D+,"=""3.808296""","=""12.232626""","=""3d6""","=""3D""","=""2""","=""3d5.(2S).4s""","=""3S""","=""1""",5,3,E2,"=""u45""","=""""",
"=""1471.9450""","=""5.2e+01""","=""""",D+,"=""3.809472""","=""12.232626""","=""3d6""","=""3D""","=""1""","=""3d5.(2S).4s""","=""3S""","=""1""",3,3,E2,"=""u45""","=""""",
"=""1472.1752""","=""3.0e+01""","=""""",D+,"=""2.709933""","=""11.131770""","=""3d6""","=""a 3F""","=""2""","=""3d5.(a 2G).4s""","=""3G""","=""4""",5,9,E2,"=""u45""","=""""",
"=""1474.0423""","=""6.0e+01""","=""""",D+,"=""2.709933""","=""11.121102""","=""3d6""","=""a 3F""","=""2""","=""3d5.(a 2G).4s""","=""3G""","=""3""",5,7,E2,"=""u45""","=""""",
"=""1474.8155""","=""1.2e+02""","=""""",D+,"=""3.825866""","=""12.232626""","=""3d6""","=""3D""","=""3""","=""3d5.(2S).4s""","=""3S""","=""1""",7,3,E2,"=""u45""","=""""",
"=""1476.9402""","=""1.8e+07""","=""4.3e-03""",D,"=""8.658703""","=""17.053369""","=""3d5.(4D).4s""","=""5D""","=""3""","=""3d5.(4F).4p""","=""5D*""","=""2""",7,5,,"=""T6105""","=""L11223""",
"=""1479.6023""","=""3.5e+07""","=""1.1e-02""",D,"=""8.658703""","=""17.038266""","=""3d5.(4D).4s""","=""5D""","=""3""","=""3d5.(4F).4p""","=""5D*""","=""3""",7,7,,"=""T6105""","=""L11223""",
"=""1479.9428""","=""3.4e+06""","=""1.3e-03""",D,"=""8.764989""","=""17.142623""","=""3d5.(4G).4s""","=""3G""","=""5""","=""3d5.(2H).4p""","=""3H*""","=""6""",11,13,,"=""T6105""","=""L11223""",
"=""1482.3298""","=""6.7e+01""","=""""",C,"=""2.660939""","=""11.025083""","=""3d6""","=""a 3F""","=""4""","=""3d5.(2H).4s""","=""3H""","=""6""",9,13,E2,"=""u45""","=""""",
"=""1486.258""","=""3.3e+08""","=""1.6e-01""",D+,"=""10.166967""","=""18.50900""","=""3d5.(6S).4p""","=""7P*""","=""2""","=""3d5.(6S).5s""","=""7S""","=""3""",5,7,,"=""u44""","=""L1171""",
"=""1487.3662""","=""2.1e+01""","=""""",D+,"=""2.660939""","=""10.996761""","=""3d6""","=""a 3F""","=""4""","=""3d5.(2H).4s""","=""3H""","=""5""",9,11,E2,"=""u45""","=""""",
"=""1491.7701""","=""3.8e+06""","=""1.5e-03""",D,"=""8.769293""","=""17.080507""","=""3d5.(4G).4s""","=""3G""","=""4""","=""3d5.(2H).4p""","=""3H*""","=""5""",9,11,,"=""T6105""","=""L11223""",
"=""1492.6471""","=""3.6e+01""","=""""",D+,"=""2.690431""","=""10.996761""","=""3d6""","=""a 3F""","=""3""","=""3d5.(2H).4s""","=""3H""","=""5""",7,11,E2,"=""u45""","=""""",
"=""1493.3100""","=""7.e+06""","=""3.4e-03""",D,"=""9.141113""","=""17.443756""","=""3d5.(4P).4s""","=""3P""","=""2""","=""3d5.(a 2G).4p""","=""3F*""","=""3""",5,7,,"=""T6105""","=""L11223""",
"=""1493.3332""","=""2.3e+01""","=""""",D+,"=""2.690431""","=""10.992945""","=""3d6""","=""a 3F""","=""3""","=""3d5.(2H).4s""","=""3H""","=""4""",7,9,E2,"=""u45""","=""""",
"=""1493.635""","=""4.6e+08""","=""1.5e-01""",C,"=""10.208168""","=""18.50900""","=""3d5.(6S).4p""","=""7P*""","=""3""","=""3d5.(6S).5s""","=""7S""","=""3""",7,7,,"=""u44""","=""L1171""",
"=""1495.2160""","=""5.4e+08""","=""1.3e-01""",D+,"=""14.251839""","=""22.543898""","=""3d5.(4G).4p""","=""5H*""","=""3""","=""3d5.(4G).5s""","=""5G""","=""2""",7,5,,"=""u44""","=""L1171""",
"=""1496.8491""","=""3.4e+01""","=""""",D+,"=""2.709933""","=""10.992945""","=""3d6""","=""a 3F""","=""2""","=""3d5.(2H).4s""","=""3H""","=""4""",5,9,E2,"=""u45""","=""""",
"=""1496.9477""","=""4.4e+06""","=""1.9e-03""",D,"=""8.768839""","=""17.051306""","=""3d5.(4G).4s""","=""3G""","=""3""","=""3d5.(2H).4p""","=""3H*""","=""4""",7,9,,"=""T6105""","=""L11223""",
"=""1498.8281""","=""5.0e+08""","=""1.3e-01""",C,"=""14.271991""","=""22.544067""","=""3d5.(4G).4p""","=""5H*""","=""4""","=""3d5.(4G).5s""","=""5G""","=""3""",9,7,,"=""u44""","=""L1171""",
"=""1499.8190""","=""1.2e+02""","=""""",C,"=""5.318460""","=""13.585070""","=""3d6""","=""1F""","=""3""","=""3d5.(b 2D).4s""","=""1D""","=""2""",7,5,E2,"=""u45""","=""""",
"=""1501.336""","=""2.9e+02""","=""""",D+,"=""4.439007""","=""12.697265""","=""3d6""","=""a 1D""","=""2""","=""3d5.(2S).4s""","=""1S""","=""0""",5,1,E2,"=""u45""","=""""",
"=""1502.9571""","=""4.8e+08""","=""1.3e-01""",C,"=""14.294177""","=""22.543527""","=""3d5.(4G).4p""","=""5H*""","=""5""","=""3d5.(4G).5s""","=""5G""","=""4""",11,9,,"=""u44""","=""L1171""",
"=""1503.2327""","=""6.6e+01""","=""""",D+,"=""0.000000""","=""8.247838""","=""3d6""","=""5D""","=""4""","=""3d5.(4P).4s""","=""5P""","=""2""",9,5,E2,"=""u45""","=""L21556""",
"=""1504.5504""","=""7.4e+01""","=""""",C,"=""0.000000""","=""8.240615""","=""3d6""","=""5D""","=""4""","=""3d5.(4P).4s""","=""5P""","=""3""",9,7,E2,"=""u45""","=""L21556""",
"=""1505.158""","=""5.8e+08""","=""1.5e-01""",C,"=""10.271718""","=""18.50900""","=""3d5.(6S).4p""","=""7P*""","=""4""","=""3d5.(6S).5s""","=""7S""","=""3""",9,7,,"=""u44""","=""L1171""",
"=""1507.5162""","=""4.5e+08""","=""1.31e-01""",C+,"=""14.317016""","=""22.541418""","=""3d5.(4G).4p""","=""5H*""","=""6""","=""3d5.(4G).5s""","=""5G""","=""5""",13,11,,"=""u44""","=""L1171""",
"=""1507.6264""","=""3.0e+07""","=""1.7e-02""",D,"=""8.652674""","=""16.876475""","=""3d5.(4D).4s""","=""5D""","=""1""","=""3d5.(4F).4p""","=""5F*""","=""2""",3,5,,"=""T6105""","=""L11223""",
"=""1511.1372""","=""9.1e+08""","=""3.1e-01""",C,"=""14.082660""","=""22.287355""","=""3d5.(4G).4p""","=""5G*""","=""2""","=""3d5.(4G).4d""","=""5G""","=""2""",5,5,,"=""u44""","=""L1171""",
"=""1511.5812""","=""8.1e+01""","=""""",D+,"=""0.054081""","=""8.256366""","=""3d6""","=""5D""","=""3""","=""3d5.(4P).4s""","=""5P""","=""1""",7,3,E2,"=""u45""","=""L21556""",
"=""1511.595""","=""1.6e+02""","=""""",C,"=""3.829400""","=""12.031611""","=""3d6""","=""a 1G""","=""4""","=""3d5.(b 2F).4s""","=""1F""","=""3""",9,7,E2,"=""u45""","=""L21556""",
"=""1511.5997""","=""6.7e+08""","=""2.3e-01""",C,"=""14.085317""","=""22.287501""","=""3d5.(4G).4p""","=""5G*""","=""3""","=""3d5.(4G).4d""","=""5G""","=""3""",7,7,,"=""u44""","=""L1171""",
"=""1511.6482""","=""1.2e+08""","=""3.6e-02""",D+,"=""16.829570""","=""25.031492""","=""3d5.(4F).4p""","=""5G*""","=""6""","=""3d5.(4F).5s""","=""5F""","=""5""",13,11,,"=""u44""","=""L1171""",
"=""1512.171""","=""4.3e+08""","=""1.27e-01""",C+,"=""14.337867""","=""22.536954""","=""3d5.(4G).4p""","=""5H*""","=""7""","=""3d5.(4G).5s""","=""5G""","=""6""",15,13,,"=""u44""","=""L1171""",
"=""1512.2814""","=""1.1e+08""","=""3.0e-02""",D+,"=""14.089014""","=""22.287501""","=""3d5.(4G).4p""","=""5G*""","=""4""","=""3d5.(4G).4d""","=""5G""","=""3""",9,7,,"=""u44""","=""L1171""",
"=""1512.3436""","=""6.0e+08""","=""2.0e-01""",C+,"=""14.089014""","=""22.287164""","=""3d5.(4G).4p""","=""5G*""","=""4""","=""3d5.(4G).4d""","=""5G""","=""4""",9,9,,"=""u44""","=""L1171""",
"=""1512.368""","=""8.1e+08""","=""8.3e-01""",D+,"=""14.427425""","=""22.625444""","=""3d5.(4P).4p""","=""5D*""","=""0""","=""3d5.(4P).4d""","=""5F""","=""1""",1,3,,"=""u44""","=""L1171""",
"=""1512.8469""","=""6.5e+08""","=""3.7e-01""",C,"=""14.429311""","=""22.624733""","=""3d5.(4P).4p""","=""5D*""","=""1""","=""3d5.(4P).4d""","=""5F""","=""2""",3,5,,"=""u44""","=""L1171""",
"=""1512.8875""","=""7.4e+08""","=""1.5e-01""",D+,"=""14.082660""","=""22.277863""","=""3d5.(4G).4p""","=""5G*""","=""2""","=""3d5.(4G).4d""","=""5F""","=""1""",5,3,,"=""u44""","=""L1171""",
"=""1513.5133""","=""7.e+06""","=""2.3e-03""",D,"=""8.768839""","=""16.960654""","=""3d5.(4G).4s""","=""3G""","=""3""","=""3d5.(a 2F).4p""","=""3F*""","=""3""",7,7,,"=""T6105""","=""L11223""",
"=""1513.5167""","=""8.4e+08""","=""2.1e-01""",C,"=""14.085317""","=""22.277113""","=""3d5.(4G).4p""","=""5G*""","=""3""","=""3d5.(4G).4d""","=""5F""","=""2""",7,5,,"=""u44""","=""L1171""",
"=""1513.5201""","=""5.7e+08""","=""2.0e-01""",C+,"=""14.094188""","=""22.285965""","=""3d5.(4G).4p""","=""5G*""","=""5""","=""3d5.(4G).4d""","=""5G""","=""5""",11,11,,"=""u44""","=""L1171""",
"=""1513.5843""","=""1.8e+07""","=""4.5e-03""",D,"=""8.768839""","=""16.960270""","=""3d5.(4G).4s""","=""3G""","=""3""","=""3d5.(a 2F).4p""","=""3F*""","=""2""",7,5,,"=""T6105""","=""L11223""",
"=""1513.5971""","=""1.5e+07""","=""4.0e-03""",D,"=""8.769293""","=""16.960654""","=""3d5.(4G).4s""","=""3G""","=""4""","=""3d5.(a 2F).4p""","=""3F*""","=""3""",9,7,,"=""T6105""","=""L11223""",
"=""1514.4895""","=""3.4e+01""","=""""",D+,"=""0.054081""","=""8.240615""","=""3d6""","=""5D""","=""3""","=""3d5.(4P).4s""","=""5P""","=""3""",7,7,E2,"=""u45""","=""L21556""",
"=""1514.5542""","=""7.5e+08""","=""2.0e-01""",C+,"=""14.089014""","=""22.275198""","=""3d5.(4G).4p""","=""5G*""","=""4""","=""3d5.(4G).4d""","=""5F""","=""3""",9,7,,"=""u44""","=""L1171""",
"=""1514.5753""","=""7.1e+08""","=""3.4e-01""",C+,"=""14.434206""","=""22.620276""","=""3d5.(4P).4p""","=""5D*""","=""2""","=""3d5.(4P).4d""","=""5F""","=""3""",5,7,,"=""u44""","=""L1171""",
"=""1514.9578""","=""5.1e+07""","=""1.5e-02""",D,"=""14.101961""","=""22.285965""","=""3d5.(4G).4p""","=""5G*""","=""6""","=""3d5.(4G).4d""","=""5G""","=""5""",13,11,,"=""u44""","=""L1171""",
"=""1515.4845""","=""6.5e+08""","=""2.2e-01""",C+,"=""14.101961""","=""22.283121""","=""3d5.(4G).4p""","=""5G*""","=""6""","=""3d5.(4G).4d""","=""5G""","=""6""",13,13,,"=""u44""","=""L1171""",
"=""1516.2165""","=""7.2e+08""","=""2.0e-01""",C+,"=""14.094188""","=""22.271397""","=""3d5.(4G).4p""","=""5G*""","=""5""","=""3d5.(4G).4d""","=""5F""","=""4""",11,9,,"=""u44""","=""L1171""",
"=""1516.5937""","=""4.1e+08""","=""1.8e-01""",C,"=""14.441129""","=""22.616305""","=""3d5.(4G).4p""","=""5F*""","=""3""","=""3d5.(4P).4d""","=""5F""","=""4""",7,9,,"=""u44""","=""L1171""",
"=""1516.7864""","=""1.4e+08""","=""4.9e-02""",D+,"=""16.860715""","=""25.034852""","=""3d5.(4F).4p""","=""5F*""","=""4""","=""3d5.(4F).5s""","=""5F""","=""4""",9,9,,"=""u44""","=""L1171""",
"=""1516.8582""","=""2.0e+01""","=""""",D+,"=""3.044858""","=""11.218609""","=""3d6""","=""3G""","=""5""","=""3d5.(4F).4s""","=""3F""","=""3""",11,7,E2,"=""u45""","=""""",
"=""1517.1245""","=""4.2e+01""","=""""",D+,"=""3.044858""","=""11.217174""","=""3d6""","=""3G""","=""5""","=""3d5.(4F).4s""","=""3F""","=""4""",11,9,E2,"=""u45""","=""""",
"=""1517.783""","=""1.5e+08""","=""3.0e-02""",D,"=""14.980557""","=""23.149328""","=""3d5.(4D).4p""","=""5F*""","=""2""","=""3d5.(4D).4d""","=""5D""","=""1""",5,3,,"=""u44""","=""L1171""",
"=""1518.529""","=""3.2e+01""","=""""",D+,"=""0.091608""","=""8.256366""","=""3d6""","=""5D""","=""2""","=""3d5.(4P).4s""","=""5P""","=""1""",5,3,E2,"=""u45""","=""L21556""",
"=""1518.8335""","=""6.7e+08""","=""2.0e-01""",C+,"=""14.101961""","=""22.265081""","=""3d5.(4G).4p""","=""5G*""","=""6""","=""3d5.(4G).4d""","=""5F""","=""5""",13,11,,"=""u44""","=""L1171""",
"=""1520.117""","=""2.1e+01""","=""""",D+,"=""0.091608""","=""8.247838""","=""3d6""","=""5D""","=""2""","=""3d5.(4P).4s""","=""5P""","=""2""",5,5,E2,"=""u45""","=""""",
"=""1521.464""","=""1.0e+01""","=""""",D+,"=""0.091608""","=""8.240615""","=""3d6""","=""5D""","=""2""","=""3d5.(4P).4s""","=""5P""","=""3""",5,7,E2,"=""u45""","=""""",
"=""1521.8977""","=""8.e+07""","=""2.7e-02""",D+,"=""16.884808""","=""25.031492""","=""3d5.(4F).4p""","=""5F*""","=""5""","=""3d5.(4F).5s""","=""5F""","=""5""",11,11,,"=""u44""","=""L1171""",
"=""1523.007""","=""5.8e+00""","=""""",D+,"=""0.115618""","=""8.256366""","=""3d6""","=""5D""","=""1""","=""3d5.(4P).4s""","=""5P""","=""1""",3,3,E2,"=""u45""","=""""",
"=""1524.5190""","=""9.7e+08""","=""4.7e-01""",C+,"=""14.082660""","=""22.215336""","=""3d5.(4G).4p""","=""5G*""","=""2""","=""3d5.(4G).4d""","=""5H""","=""3""",5,7,,"=""u44""","=""L1171""",
"=""1524.605""","=""2.1e+01""","=""""",D+,"=""0.115618""","=""8.247838""","=""3d6""","=""5D""","=""1""","=""3d5.(4P).4s""","=""5P""","=""2""",3,5,E2,"=""u45""","=""""",
"=""1524.6547""","=""8.3e+08""","=""3.7e-01""",C+,"=""14.085317""","=""22.217269""","=""3d5.(4G).4p""","=""5G*""","=""3""","=""3d5.(4G).4d""","=""5H""","=""4""",7,9,,"=""u44""","=""L1171""",
"=""1525.0172""","=""3.2e+08""","=""1.1e-01""",D+,"=""14.085317""","=""22.215336""","=""3d5.(4G).4p""","=""5G*""","=""3""","=""3d5.(4G).4d""","=""5H""","=""3""",7,7,,"=""u44""","=""L1171""",
"=""1525.0379""","=""8.2e+08""","=""3.5e-01""",C+,"=""14.089014""","=""22.218923""","=""3d5.(4G).4p""","=""5G*""","=""4""","=""3d5.(4G).4d""","=""5H""","=""5""",9,11,,"=""u44""","=""L1171""",
"=""1525.054""","=""8.2e+08""","=""4.8e-01""",C,"=""14.964569""","=""23.094394""","=""3d5.(4D).4p""","=""5F*""","=""1""","=""3d5.(4D).4d""","=""5G""","=""2""",3,5,,"=""u44""","=""L1171""",
"=""1525.3482""","=""4.2e+08""","=""1.5e-01""",C,"=""14.089014""","=""22.217269""","=""3d5.(4G).4p""","=""5G*""","=""4""","=""3d5.(4G).4d""","=""5H""","=""4""",9,9,,"=""u44""","=""L1171""",
"=""1525.7145""","=""3.2e+01""","=""""",D+,"=""3.092305""","=""11.218609""","=""3d6""","=""3G""","=""4""","=""3d5.(4F).4s""","=""3F""","=""3""",9,7,E2,"=""u45""","=""""",
"=""1525.8009""","=""8.81e+08""","=""3.64e-01""",B,"=""14.094188""","=""22.220031""","=""3d5.(4G).4p""","=""5G*""","=""5""","=""3d5.(4G).4d""","=""5H""","=""6""",11,13,,"=""u44""","=""L1171""",
"=""1525.9839""","=""5.1e+01""","=""""",C,"=""3.092305""","=""11.217174""","=""3d6""","=""3G""","=""4""","=""3d5.(4F).4s""","=""3F""","=""4""",9,9,E2,"=""u45""","=""""",
"=""1526.0091""","=""4.2e+08""","=""1.5e-01""",C,"=""14.094188""","=""22.218923""","=""3d5.(4G).4p""","=""5G*""","=""5""","=""3d5.(4G).4d""","=""5H""","=""5""",11,11,,"=""u44""","=""L1171""",
"=""1526.0242""","=""6.e+07""","=""1.6e-02""",D,"=""15.060244""","=""23.184899""","=""3d5.(4D).4p""","=""5F*""","=""5""","=""3d5.(4D).4d""","=""5D""","=""4""",11,9,,"=""u44""","=""L1171""",
"=""1526.810""","=""8.0e+00""","=""""",D+,"=""0.12736""","=""8.247838""","=""3d6""","=""5D""","=""0""","=""3d5.(4P).4s""","=""5P""","=""2""",1,5,E2,"=""u45""","=""""",
"=""1527.1218""","=""2.5e+01""","=""""",D+,"=""3.092305""","=""11.211120""","=""3d6""","=""3G""","=""4""","=""3d5.(4F).4s""","=""3F""","=""2""",9,5,E2,"=""u45""","=""""",
"=""1527.1454""","=""1.05e+09""","=""4.22e-01""",B,"=""14.101961""","=""22.220651""","=""3d5.(4G).4p""","=""5G*""","=""6""","=""3d5.(4G).4d""","=""5H""","=""7""",13,15,,"=""u44""","=""L1171""",
"=""1527.2482""","=""1.01e+09""","=""5.0e-01""",C+,"=""14.980557""","=""23.098700""","=""3d5.(4D).4p""","=""5F*""","=""2""","=""3d5.(4D).4d""","=""5G""","=""3""",5,7,,"=""u44""","=""L1171""",
"=""1527.2620""","=""3.2e+08""","=""1.12e-01""",C,"=""14.101961""","=""22.220031""","=""3d5.(4G).4p""","=""5G*""","=""6""","=""3d5.(4G).4d""","=""5H""","=""6""",13,13,,"=""u44""","=""L1171""",
"=""1527.7452""","=""1.9e+08""","=""7.8e-02""",D+,"=""14.421451""","=""22.536954""","=""3d5.(4G).4p""","=""5F*""","=""5""","=""3d5.(4G).5s""","=""5G""","=""6""",11,13,,"=""u44""","=""L1171""",
"=""1528.678""","=""1.1e+02""","=""""",C,"=""9.552322""","=""17.662873""","=""3d6""","=""b 1D""","=""2""","=""3d5.(c 2D).4s""","=""1D""","=""2""",5,5,E2,"=""u45""","=""""",
"=""1528.8549""","=""1.0e+08""","=""3.5e-02""",D,"=""16.734896""","=""24.844508""","=""3d5.(a 2D).4p""","=""3D*""","=""3""","=""3d5.(4F).4d""","=""5G""","=""3""",7,7,,"=""u44""","=""L1171""",
"=""1529.7502""","=""1.27e+09""","=""5.73e-01""",B,"=""15.003193""","=""23.108058""","=""3d5.(4D).4p""","=""5F*""","=""3""","=""3d5.(4D).4d""","=""5G""","=""4""",7,9,,"=""u44""","=""L1171""",
"=""1530.2160""","=""7.e+07""","=""3.0e-02""",D,"=""14.441129""","=""22.543527""","=""3d5.(4G).4p""","=""5F*""","=""3""","=""3d5.(4G).5s""","=""5G""","=""4""",7,9,,"=""u44""","=""L1171""",
"=""1530.230""","=""7.1e+01""","=""""",C,"=""3.044858""","=""11.147182""","=""3d6""","=""3G""","=""5""","=""3d5.(a 2G).4s""","=""3G""","=""5""",11,11,E2,"=""u45""","=""""",
"=""1530.4078""","=""4.8e+01""","=""""",D+,"=""3.117226""","=""11.218609""","=""3d6""","=""3G""","=""3""","=""3d5.(4F).4s""","=""3F""","=""3""",7,7,E2,"=""u45""","=""""",
"=""1530.4277""","=""1.3e+08""","=""5.8e-02""",D+,"=""14.440141""","=""22.541418""","=""3d5.(4G).4p""","=""5F*""","=""4""","=""3d5.(4G).5s""","=""5G""","=""5""",9,11,,"=""u44""","=""L1171""",
"=""1530.4430""","=""8.e+06""","=""2.3e-03""",D,"=""11.578732""","=""19.679929""","=""3d5.(b 2F).4s""","=""3F""","=""4""","=""3d5.(b 2D).4p""","=""3D*""","=""3""",9,7,,"=""T6105""","=""L11223""",
"=""1531.299""","=""5.4e+08""","=""2.6e-01""",C,"=""10.166967""","=""18.26364""","=""3d5.(6S).4p""","=""7P*""","=""2""","=""3d5.(6S).4d""","=""7D""","=""3""",5,7,,"=""u44""","=""L1171""",
"=""1531.645""","=""1.25e+09""","=""4.4e-01""",C+,"=""10.166967""","=""18.26180""","=""3d5.(6S).4p""","=""7P*""","=""2""","=""3d5.(6S).4d""","=""7D""","=""2""",5,5,,"=""u44""","=""L1171""",
