ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""406.9057""","=""1.3e+09""","=""3.2e-02""",C,"=""7.80035""","=""38.27036""","=""3d4""","=""3P1""","=""1""","=""3d3.(2F).4p""","=""3D*""","=""1""",3,3,,"=""T6653c93""","=""L3625""",
"=""407.4115""","=""2.4e+09""","=""5.9e-02""",C,"=""4.53604""","=""34.968218""","=""3d4""","=""1G2""","=""4""","=""3d3.(2G).4p""","=""1G*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""407.4405""","=""2.9e+09""","=""9.9e-02""",C,"=""7.66893""","=""38.098946""","=""3d4""","=""3P1""","=""2""","=""3d3.(2F).4p""","=""3D*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""407.4852""","=""3.1e+08""","=""1.0e-02""",C,"=""4.54154""","=""34.968218""","=""3d4""","=""3D""","=""3""","=""3d3.(2G).4p""","=""1G*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""407.5645""","=""4.1e+08""","=""8.5e-03""",C+,"=""4.65085""","=""35.071604""","=""3d4""","=""1I""","=""6""","=""3d3.(2G).4p""","=""1H*""","=""5""",13,11,,"=""T6653c93""","=""L3625""",
"=""407.6489""","=""1.8e+08""","=""1.5e-03""",E,"=""4.57814""","=""34.992600""","=""3d4""","=""3D""","=""1""","=""3d3.(2P).4p""","=""3P*""","=""0""",3,1,,"=""T6653c93""","=""L3625""",
"=""407.7447""","=""1.8e+09""","=""1.36e-01""",C+,"=""7.86305""","=""38.27036""","=""3d4""","=""3P1""","=""0""","=""3d3.(2F).4p""","=""3D*""","=""1""",1,3,,"=""T7423""","=""L3625""",
"=""407.7460""","=""2.2e+09""","=""9.1e-02""",C,"=""7.80035""","=""38.207569""","=""3d4""","=""3P1""","=""1""","=""3d3.(2F).4p""","=""3D*""","=""2""",3,5,,"=""T6653c93""","=""L3625""",
"=""407.8527""","=""4.9e+07""","=""7.e-04""",D,"=""4.55744""","=""34.956696""","=""3d4""","=""3D""","=""2""","=""3d3.(2P).4p""","=""3P*""","=""1""",5,3,,"=""T6653c93""","=""L3625""",
"=""408.0788""","=""1.16e+09""","=""2.3e-02""",C,"=""7.71653""","=""38.098946""","=""3d4""","=""3F1""","=""4""","=""3d3.(2F).4p""","=""3D*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""408.1307""","=""3.3e+07""","=""8.e-04""",E,"=""4.57814""","=""34.956696""","=""3d4""","=""3D""","=""1""","=""3d3.(2P).4p""","=""3P*""","=""1""",3,3,,"=""T6653c93""","=""L3625""",
"=""408.2629""","=""7.e+07""","=""2.3e-03""",D,"=""5.73936""","=""36.108077""","=""3d4""","=""1D2""","=""2""","=""3d3.(2D2).4p""","=""1F*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""408.2892""","=""3.6e+07""","=""9.e-04""",E,"=""7.73219""","=""38.098946""","=""3d4""","=""3F1""","=""3""","=""3d3.(2F).4p""","=""3D*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""408.4531""","=""3.3e+08""","=""1.0e-02""",C,"=""7.71653""","=""38.07110""","=""3d4""","=""3F1""","=""4""","=""3d3.(2F).4p""","=""3G*""","=""5""",9,11,,"=""T6653c93""","=""L3625""",
"=""409.1910""","=""6.6e+07""","=""1.7e-03""",C,"=""7.71653""","=""38.016367""","=""3d4""","=""3F1""","=""4""","=""3d3.(2F).4p""","=""3G*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""409.2663""","=""5.e+07""","=""1.6e-03""",E,"=""7.66893""","=""37.96319""","=""3d4""","=""3P1""","=""2""","=""3d3.(2F).4p""","=""3G*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""409.4025""","=""2.9e+08""","=""9.3e-03""",C,"=""7.73219""","=""38.016367""","=""3d4""","=""3F1""","=""3""","=""3d3.(2F).4p""","=""3G*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""409.7122""","=""5.8e+08""","=""2.1e-02""",C,"=""4.55744""","=""34.818723""","=""3d4""","=""3D""","=""2""","=""3d3.(2G).4p""","=""3F*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""410.0500""","=""2.9e+08""","=""1.01e-02""",C,"=""7.72683""","=""37.96319""","=""3d4""","=""3F1""","=""2""","=""3d3.(2F).4p""","=""3G*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""410.2037""","=""1.3e+09""","=""3.3e-02""",C,"=""4.53604""","=""34.761070""","=""3d4""","=""1G2""","=""4""","=""3d3.(2G).4p""","=""3F*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""410.2784""","=""4.5e+08""","=""1.5e-02""",C,"=""4.54154""","=""34.761070""","=""3d4""","=""3D""","=""3""","=""3d3.(2G).4p""","=""3F*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""410.4848""","=""4.7e+08""","=""2.0e-02""",C,"=""4.57814""","=""34.782474""","=""3d4""","=""3D""","=""1""","=""3d3.(2G).4p""","=""3F*""","=""2""",3,5,,"=""T6653c93""","=""L3625""",
"=""411.5504""","=""6.3e+09""","=""1.15e-01""",C,"=""6.53801""","=""36.664134""","=""3d4""","=""1F""","=""3""","=""3d3.(2D2).4p""","=""1D*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""411.6635""","=""4.1e+07""","=""1.0e-03""",D,"=""4.53604""","=""34.653885""","=""3d4""","=""1G2""","=""4""","=""3d3.(2G).4p""","=""3G*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""411.7388""","=""1.20e+08""","=""3.9e-03""",C,"=""4.54154""","=""34.653885""","=""3d4""","=""3D""","=""3""","=""3d3.(2G).4p""","=""3G*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""412.5780""","=""1.6e+08""","=""2.5e-03""",E,"=""5.73936""","=""35.790455""","=""3d4""","=""1D2""","=""2""","=""3d3.(2D2).4p""","=""3D*""","=""1""",5,3,,"=""T6653c93""","=""L3625""",
"=""412.6915""","=""1.3e+08""","=""1.0e-02""",D+,"=""4.91387""","=""34.956696""","=""3d4""","=""1S2""","=""0""","=""3d3.(2P).4p""","=""3P*""","=""1""",1,3,,"=""T7423""","=""L3625""",
"=""413.0273""","=""2.8e+08""","=""1.00e-02""",C,"=""11.63375""","=""41.65215""","=""3d4""","=""1D1""","=""2""","=""3d3.(2D1).4p""","=""1F*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""414.7893""","=""8.7e+07""","=""2.9e-03""",C,"=""3.32802""","=""33.218905""","=""3d4""","=""3F2""","=""3""","=""3d3.(4F).4p""","=""3F*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""415.0155""","=""6.4e+08""","=""1.7e-02""",C,"=""3.34431""","=""33.218905""","=""3d4""","=""3F2""","=""4""","=""3d3.(4F).4p""","=""3F*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""415.6897""","=""2.2e+08""","=""3.4e-03""",C,"=""5.73936""","=""35.565506""","=""3d4""","=""1D2""","=""2""","=""3d3.(4P).4p""","=""3D*""","=""1""",5,3,,"=""T6653c93""","=""L3625""",
"=""415.7612""","=""3.6e+07""","=""1.3e-03""",E,"=""7.66893""","=""37.489944""","=""3d4""","=""3P1""","=""2""","=""3d3.(2F).4p""","=""3F*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""415.8353""","=""1.17e+08""","=""4.3e-03""",C,"=""3.31790""","=""33.133599""","=""3d4""","=""3F2""","=""2""","=""3d3.(4F).4p""","=""3F*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""415.9070""","=""1.3e+07""","=""3.4e-04""",E,"=""4.54154""","=""34.352100""","=""3d4""","=""3D""","=""3""","=""3d3.(4P).4p""","=""5D*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""415.9765""","=""6.1e+08""","=""1.6e-02""",C,"=""3.32802""","=""33.133599""","=""3d4""","=""3F2""","=""3""","=""3d3.(4F).4p""","=""3F*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""416.0351""","=""3.0e+08""","=""7.8e-03""",C,"=""7.71653""","=""37.517907""","=""3d4""","=""3F1""","=""4""","=""3d3.(2F).4p""","=""3F*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""416.2040""","=""1.9e+08""","=""3.9e-03""",C,"=""3.34431""","=""33.133599""","=""3d4""","=""3F2""","=""4""","=""3d3.(4F).4p""","=""3F*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""416.2190""","=""4.3e+09""","=""8.6e-02""",C,"=""8.83763""","=""38.625843""","=""3d4""","=""1G1""","=""4""","=""3d3.(2F).4p""","=""1F*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""416.4427""","=""2.7e+08""","=""5.0e-03""",C,"=""4.54154""","=""34.313750""","=""3d4""","=""3D""","=""3""","=""3d3.(4P).4p""","=""5D*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""416.6535""","=""5.e+08""","=""8.e-03""",D,"=""4.55744""","=""34.314585""","=""3d4""","=""3D""","=""2""","=""3d3.(4P).4p""","=""3P*""","=""1""",5,3,,"=""T6653c93""","=""L3625""",
"=""416.7164""","=""3.0e+08""","=""7.9e-03""",C,"=""7.72683""","=""37.479490""","=""3d4""","=""3F1""","=""2""","=""3d3.(2F).4p""","=""3F*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""416.8397""","=""2.9e+09""","=""7.5e-02""",C,"=""8.83763""","=""38.581486""","=""3d4""","=""1G1""","=""4""","=""3d3.(2F).4p""","=""1G*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""416.9234""","=""8.7e+08""","=""2.3e-02""",C,"=""3.31790""","=""33.055790""","=""3d4""","=""3F2""","=""2""","=""3d3.(4F).4p""","=""3F*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""417.0653""","=""2.8e+08""","=""5.2e-03""",C,"=""3.32802""","=""33.055790""","=""3d4""","=""3F2""","=""3""","=""3d3.(4F).4p""","=""3F*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""417.1916""","=""3.0e+07""","=""1.0e-03""",D,"=""6.53801""","=""36.256778""","=""3d4""","=""1F""","=""3""","=""3d3.(2H).4p""","=""3G*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""417.2398""","=""2.0e+09""","=""3.2e-02""",C,"=""5.73936""","=""35.454700""","=""3d4""","=""1D2""","=""2""","=""3d3.(2D2).4p""","=""1P*""","=""1""",5,3,,"=""T6653c93""","=""L3625""",
"=""417.3895""","=""2.1e+09""","=""4.6e-02""",C,"=""3.16512""","=""32.869794""","=""3d4""","=""3H""","=""6""","=""3d3.(4F).4p""","=""3G*""","=""5""",13,11,,"=""T6653c93""","=""L3625""",
"=""418.0451""","=""2.2e+09""","=""4.7e-02""",C,"=""3.12756""","=""32.785656""","=""3d4""","=""3H""","=""5""","=""3d3.(4F).4p""","=""3G*""","=""4""",11,9,,"=""T6653c93""","=""L3625""",
"=""418.4690""","=""2.3e+09""","=""4.6e-02""",C,"=""3.09122""","=""32.719270""","=""3d4""","=""3H""","=""4""","=""3d3.(4F).4p""","=""3G*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""418.8585""","=""6.8e+08""","=""1.3e-02""",C,"=""4.54154""","=""34.142037""","=""3d4""","=""3D""","=""3""","=""3d3.(4P).4p""","=""3P*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""419.2895""","=""5.1e+08""","=""1.3e-02""",C,"=""6.53801""","=""36.108077""","=""3d4""","=""1F""","=""3""","=""3d3.(2D2).4p""","=""1F*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""419.4836""","=""4.5e+08""","=""7.2e-03""",C,"=""4.55744""","=""34.113821""","=""3d4""","=""3D""","=""2""","=""3d3.(4P).4p""","=""5D*""","=""1""",5,3,,"=""T6653c93""","=""L3625""",
"=""419.9227""","=""3.1e+08""","=""9.9e-03""",C,"=""3.34431""","=""32.869794""","=""3d4""","=""3F2""","=""4""","=""3d3.(4F).4p""","=""3G*""","=""5""",9,11,,"=""T6653c93""","=""L3625""",
"=""420.5544""","=""2.6e+08""","=""6.9e-03""",C,"=""3.73778""","=""33.218905""","=""3d4""","=""3G""","=""4""","=""3d3.(4F).4p""","=""3F*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""420.8899""","=""2.7e+08""","=""9.1e-03""",C,"=""3.32802""","=""32.785656""","=""3d4""","=""3F2""","=""3""","=""3d3.(4F).4p""","=""3G*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""421.0504""","=""8.e+08""","=""2.2e-02""",D,"=""11.63375""","=""41.08015""","=""3d4""","=""1D1""","=""2""","=""3d3.(2D1).4p""","=""3F*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""421.0550""","=""1.8e+09""","=""3.8e-02""",C,"=""3.77283""","=""33.218905""","=""3d4""","=""3G""","=""5""","=""3d3.(4F).4p""","=""3F*""","=""4""",11,9,,"=""T6653c93""","=""L3625""",
"=""421.1228""","=""1.9e+08""","=""5.0e-03""",C,"=""3.34431""","=""32.785656""","=""3d4""","=""3F2""","=""4""","=""3d3.(4F).4p""","=""3G*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""421.1885""","=""3.0e+08""","=""7.9e-03""",C,"=""3.69685""","=""33.133599""","=""3d4""","=""3G""","=""3""","=""3d3.(4F).4p""","=""3F*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""421.6954""","=""3.2e+08""","=""1.19e-02""",C,"=""3.31790""","=""32.719270""","=""3d4""","=""3F2""","=""2""","=""3d3.(4F).4p""","=""3G*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""421.7749""","=""1.5e+09""","=""3.2e-02""",C,"=""3.73778""","=""33.133599""","=""3d4""","=""3G""","=""4""","=""3d3.(4F).4p""","=""3F*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""421.8405""","=""1.9e+08""","=""5.2e-03""",C,"=""3.32802""","=""32.719270""","=""3d4""","=""3F2""","=""3""","=""3d3.(4F).4p""","=""3G*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""422.2734""","=""1.7e+09""","=""5.9e-02""",C,"=""6.53801""","=""35.899129""","=""3d4""","=""1F""","=""3""","=""3d3.(2H).4p""","=""1G*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""422.3047""","=""1.6e+09""","=""3.1e-02""",C,"=""3.69685""","=""33.055790""","=""3d4""","=""3G""","=""3""","=""3d3.(4F).4p""","=""3F*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""423.1663""","=""2.0e+08""","=""5.3e-03""",C,"=""5.73936""","=""35.038531""","=""3d4""","=""1D2""","=""2""","=""3d3.(2P).4p""","=""1D*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""423.2262""","=""1.6e+09""","=""5.9e-02""",C,"=""5.73936""","=""35.034386""","=""3d4""","=""1D2""","=""2""","=""3d3.(2G).4p""","=""1F*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""423.7003""","=""3.9e+09""","=""1.04e-01""",C,"=""11.63375""","=""40.89599""","=""3d4""","=""1D1""","=""2""","=""3d3.(2D1).4p""","=""1D*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""423.8367""","=""5.7e+08""","=""4.6e-02""",C+,"=""2.98250""","=""32.235326""","=""3d4""","=""3P2""","=""0""","=""3d3.(4F).4p""","=""5F*""","=""1""",1,3,,"=""T7423""","=""L3625""",
"=""424.5859""","=""8.4e+07""","=""1.9e-03""",C,"=""3.16512""","=""32.366324""","=""3d4""","=""3H""","=""6""","=""3d3.(4F).4p""","=""5F*""","=""5""",13,11,,"=""T6653c93""","=""L3625""",
"=""424.7388""","=""7.8e+08""","=""3.5e-02""",C,"=""3.09623""","=""32.286922""","=""3d4""","=""3P2""","=""1""","=""3d3.(4F).4p""","=""3D*""","=""2""",3,5,,"=""T6653c93""","=""L3625""",
"=""424.9128""","=""6.1e+07""","=""1.7e-03""",C,"=""8.83763""","=""38.016367""","=""3d4""","=""1G1""","=""4""","=""3d3.(2F).4p""","=""3G*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""425.4909""","=""3.2e+08""","=""8.8e-03""",C,"=""3.09623""","=""32.235326""","=""3d4""","=""3P2""","=""1""","=""3d3.(4F).4p""","=""5F*""","=""1""",3,3,,"=""T6653c93""","=""L3625""",
"=""425.5943""","=""7.7e+07""","=""2.6e-03""",C,"=""3.73778""","=""32.869794""","=""3d4""","=""3G""","=""4""","=""3d3.(4F).4p""","=""3G*""","=""5""",9,11,,"=""T6653c93""","=""L3625""",
"=""425.8291""","=""4.7e+07""","=""3.9e-03""",D,"=""2.98250""","=""32.098458""","=""3d4""","=""3P2""","=""0""","=""3d3.(4F).4p""","=""5D*""","=""1""",1,3,,"=""T6653c93""","=""L499""",
"=""426.0549""","=""1.3e+09""","=""5.0e-02""",C,"=""3.28164""","=""32.382159""","=""3d4""","=""3P2""","=""2""","=""3d3.(4F).4p""","=""3D*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""426.1069""","=""8.6e+08""","=""2.3e-02""",C,"=""3.77283""","=""32.869794""","=""3d4""","=""3G""","=""5""","=""3d3.(4F).4p""","=""3G*""","=""5""",11,11,,"=""T6653c93""","=""L3625""",
"=""426.2265""","=""8.3e+07""","=""2.9e-03""",C,"=""3.69685""","=""32.785656""","=""3d4""","=""3G""","=""3""","=""3d3.(4F).4p""","=""3G*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""426.3650""","=""8.1e+07""","=""3.1e-03""",C,"=""5.73936""","=""34.818723""","=""3d4""","=""1D2""","=""2""","=""3d3.(2G).4p""","=""3F*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""426.6633""","=""3.2e+07""","=""9.e-04""",D,"=""6.53801""","=""35.597033""","=""3d4""","=""1F""","=""3""","=""3d3.(2P).4p""","=""3F*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""426.8270""","=""6.5e+08""","=""1.8e-02""",C,"=""3.73778""","=""32.785656""","=""3d4""","=""3G""","=""4""","=""3d3.(4F).4p""","=""3G*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""426.9745""","=""7.7e+08""","=""1.6e-02""",C,"=""3.34431""","=""32.382159""","=""3d4""","=""3F2""","=""4""","=""3d3.(4F).4p""","=""3D*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""427.1132""","=""5.e+07""","=""1.0e-03""",E,"=""6.53801""","=""35.566423""","=""3d4""","=""1F""","=""3""","=""3d3.(4P).4p""","=""3D*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""427.1334""","=""4.6e+08""","=""7.5e-03""",C,"=""7.66893""","=""36.695975""","=""3d4""","=""3P1""","=""2""","=""3d3.(2P).4p""","=""1P*""","=""1""",5,3,,"=""T6653c93""","=""L3625""",
"=""427.2014""","=""6.1e+08""","=""1.7e-02""",C,"=""3.69685""","=""32.719270""","=""3d4""","=""3G""","=""3""","=""3d3.(4F).4p""","=""3G*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""427.3427""","=""4.e+07""","=""9.e-04""",E,"=""3.77283""","=""32.785656""","=""3d4""","=""3G""","=""5""","=""3d3.(4F).4p""","=""3G*""","=""4""",11,9,,"=""T9277""","=""L3625""",
"=""427.4538""","=""2.5e+08""","=""6.8e-03""",C,"=""3.28164""","=""32.286922""","=""3d4""","=""3P2""","=""2""","=""3d3.(4F).4p""","=""3D*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""427.4989""","=""3.2e+07""","=""9.e-04""",E,"=""3.09623""","=""32.098458""","=""3d4""","=""3P2""","=""1""","=""3d3.(4F).4p""","=""5D*""","=""1""",3,3,,"=""T6653c93""","=""L3625""",
"=""427.7650""","=""3.e+07""","=""8.e-04""",E,"=""11.63375""","=""40.61793""","=""3d4""","=""1D1""","=""2""","=""3d3.(2D1).4p""","=""3D*""","=""2""",5,5,,"=""T9277""","=""L2884""",
"=""427.9229""","=""4.4e+08""","=""3.6e-02""",C+,"=""2.98250""","=""31.955989""","=""3d4""","=""3P2""","=""0""","=""3d3.(4F).4p""","=""3D*""","=""1""",1,3,,"=""T7423""","=""L3625""",
"=""428.1385""","=""5.5e+08""","=""1.07e-02""",C,"=""3.32802""","=""32.286922""","=""3d4""","=""3F2""","=""3""","=""3d3.(4F).4p""","=""3D*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""428.2156""","=""1.5e+07""","=""2.5e-04""",E,"=""3.28164""","=""32.235326""","=""3d4""","=""3P2""","=""2""","=""3d3.(4F).4p""","=""5F*""","=""1""",5,3,,"=""T6653c93""","=""L3625""",
"=""428.5374""","=""7.e+07""","=""1.4e-03""",D,"=""7.73219""","=""36.664134""","=""3d4""","=""3F1""","=""3""","=""3d3.(2D2).4p""","=""1D*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""428.7526""","=""4.5e+08""","=""7.4e-03""",C,"=""3.31790""","=""32.235326""","=""3d4""","=""3F2""","=""2""","=""3d3.(4F).4p""","=""5F*""","=""1""",5,3,,"=""T6653c93""","=""L3625""",
"=""428.8976""","=""3.5e+08""","=""1.6e-02""",C,"=""3.09623""","=""32.003879""","=""3d4""","=""3P2""","=""1""","=""3d3.(4F).4p""","=""5D*""","=""2""",3,5,,"=""T6653c93""","=""L3625""",
"=""429.0761""","=""2.0e+08""","=""5.6e-03""",C,"=""7.80035""","=""36.695975""","=""3d4""","=""3P1""","=""1""","=""3d3.(2P).4p""","=""1P*""","=""1""",3,3,,"=""T6653c93""","=""L3625""",
"=""429.2190""","=""1.3e+07""","=""2.8e-04""",E,"=""3.34431""","=""32.230310""","=""3d4""","=""3F2""","=""4""","=""3d3.(4F).4p""","=""5F*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""429.3539""","=""2.5e+07""","=""7.e-04""",D,"=""3.28164""","=""32.158564""","=""3d4""","=""3P2""","=""2""","=""3d3.(4F).4p""","=""5F*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""429.5720""","=""2.2e+09""","=""3.6e-02""",C,"=""7.66893""","=""36.531193""","=""3d4""","=""3P1""","=""2""","=""3d3.(4P).4p""","=""3S*""","=""1""",5,3,,"=""T6653c93""","=""L3625""",
"=""429.6093""","=""3.0e+08""","=""8.3e-03""",C,"=""3.09623""","=""31.955989""","=""3d4""","=""3P2""","=""1""","=""3d3.(4F).4p""","=""3D*""","=""1""",3,3,,"=""T6653c93""","=""L3625""",
"=""430.0446""","=""1.2e+08""","=""2.4e-03""",E,"=""3.32802""","=""32.158564""","=""3d4""","=""3F2""","=""3""","=""3d3.(4F).4p""","=""5F*""","=""2""",7,5,,"=""T9277""","=""L3625""",
"=""430.1022""","=""1.07e+08""","=""4.2e-03""",C,"=""5.73936""","=""34.566049""","=""3d4""","=""1D2""","=""2""","=""3d3.(2G).4p""","=""3G*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""430.6412""","=""1.9e+08""","=""7.3e-03""",C,"=""3.28164""","=""32.072245""","=""3d4""","=""3P2""","=""2""","=""3d3.(4F).4p""","=""5D*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""431.1131""","=""1.9e+07""","=""7.e-04""",E,"=""6.53801""","=""35.297100""","=""3d4""","=""1F""","=""3""","=""3d3.(2H).4p""","=""3H*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""431.5370""","=""1.8e+09""","=""5.0e-02""",C,"=""7.80035""","=""36.531193""","=""3d4""","=""3P1""","=""1""","=""3d3.(4P).4p""","=""3S*""","=""1""",3,3,,"=""T6653c93""","=""L3625""",
"=""431.5807""","=""1.3e+08""","=""2.8e-03""",C,"=""3.34431""","=""32.072245""","=""3d4""","=""3F2""","=""4""","=""3d3.(4F).4p""","=""5D*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
"=""431.6662""","=""1.13e+08""","=""3.2e-03""",C,"=""3.28164""","=""32.003879""","=""3d4""","=""3P2""","=""2""","=""3d3.(4F).4p""","=""5D*""","=""2""",5,5,,"=""T6653c93""","=""L3625""",
"=""431.7611""","=""7.e+06""","=""1.6e-04""",E,"=""3.16512""","=""31.881048""","=""3d4""","=""3H""","=""6""","=""3d3.(4F).4p""","=""5G*""","=""5""",13,11,,"=""T6653c93""","=""L3625""",
"=""432.3417""","=""3.1e+08""","=""1.13e-02""",C,"=""4.54154""","=""33.218905""","=""3d4""","=""3D""","=""3""","=""3d3.(4F).4p""","=""3F*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""432.3644""","=""2.5e+08""","=""5.0e-03""",C,"=""3.32802""","=""32.003879""","=""3d4""","=""3F2""","=""3""","=""3d3.(4F).4p""","=""5D*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""432.4808""","=""8.8e+08""","=""7.4e-02""",C+,"=""7.86305""","=""36.531193""","=""3d4""","=""3P1""","=""0""","=""3d3.(4P).4p""","=""3S*""","=""1""",1,3,,"=""T7423""","=""L3625""",
"=""432.9347""","=""4.1e+08""","=""6.8e-03""",C,"=""3.31790""","=""31.955989""","=""3d4""","=""3F2""","=""2""","=""3d3.(4F).4p""","=""3D*""","=""1""",5,3,,"=""T6653c93""","=""L3625""",
"=""433.8728""","=""2.7e+08""","=""1.06e-02""",C,"=""4.55744""","=""33.133599""","=""3d4""","=""3D""","=""2""","=""3d3.(4F).4p""","=""3F*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""434.4188""","=""1.0e+08""","=""2.8e-03""",D,"=""7.71653""","=""36.256778""","=""3d4""","=""3F1""","=""4""","=""3d3.(2H).4p""","=""3G*""","=""4""",9,9,,"=""T6653c93""","=""L3625""",
"=""434.4200""","=""1.17e+09""","=""4.6e-02""",C,"=""7.72683""","=""36.267001""","=""3d4""","=""3F1""","=""2""","=""3d3.(2H).4p""","=""3G*""","=""3""",5,7,,"=""T6653c93""","=""L3625""",
"=""434.5015""","=""1.4e+08""","=""3.9e-03""",C,"=""7.73219""","=""36.267001""","=""3d4""","=""3F1""","=""3""","=""3d3.(2H).4p""","=""3G*""","=""3""",7,7,,"=""T6653c93""","=""L3625""",
"=""434.6572""","=""1.3e+09""","=""4.6e-02""",C,"=""7.73219""","=""36.256778""","=""3d4""","=""3F1""","=""3""","=""3d3.(2H).4p""","=""3G*""","=""4""",7,9,,"=""T6653c93""","=""L3625""",
"=""434.6894""","=""1.3e+09""","=""4.4e-02""",C,"=""7.71653""","=""36.239008""","=""3d4""","=""3F1""","=""4""","=""3d3.(2H).4p""","=""3G*""","=""5""",9,11,,"=""T6653c93""","=""L3625""",
"=""435.3737""","=""2.4e+08""","=""1.12e-02""",C,"=""4.57814""","=""33.055790""","=""3d4""","=""3D""","=""1""","=""3d3.(4F).4p""","=""3F*""","=""2""",3,5,,"=""T6653c93""","=""L3625""",
"=""435.6175""","=""2.5e+06""","=""5.e-05""",E,"=""3.69685""","=""32.158564""","=""3d4""","=""3G""","=""3""","=""3d3.(4F).4p""","=""5F*""","=""2""",7,5,,"=""T6653c93""","=""L3625""",
"=""436.6940""","=""9.2e+07""","=""2.0e-03""",C+,"=""7.71653""","=""36.108077""","=""3d4""","=""3F1""","=""4""","=""3d3.(2D2).4p""","=""1F*""","=""3""",9,7,,"=""T6653c93""","=""L3625""",
